key,date,team,name,notes
PoythressA20190102rel,2019-01-02, Hawks,Alex Poythress, placed on IL
WadeD20190102rel,2019-01-02, Heat,Dwyane Wade, illness (DTD)
ZellerC20190102rel,2019-01-02, Hornets,Cody Zeller, placed on IL with fractured right hand
LambJ20190102rel,2019-01-02, Hornets,Jeremy Lamb, strained right hamstring (DTD)
BirchK20190102rel,2019-01-02, Magic,Khem Birch, personal reasons (DTD)
Hollis-JeffersonR20190102rel,2019-01-02, Nets,Rondae Hollis-Jefferson, strained right adductor (DTD)
GrahamT20190102rel,2019-01-02, Nets,Treveon Graham, placed on IL
CovingtonR20190102rel,2019-01-02, Timberwolves,Robert Covington, placed on IL with right knee injury (out for season)
MorrisM20190102rel,2019-01-02, Wizards,Markieff Morris, placed on IL with neck injury
RichardsonM20190103rel,2019-01-03, Raptors,Malachi Richardson, placed on IL
DiVincenzoD20190104rel,2019-01-04, Bucks,Donte DiVincenzo, placed on IL with sore right ankle/heel
DellavedovaM20190104rel,2019-01-04, Cavaliers,Matthew Dellavedova, sprained left foot (DTD)
MorrisM20190104rel,2019-01-04, Celtics,Marcus Morris, placed on IL with neck injury
TeodosicM20190104rel,2019-01-04, Clippers,Milos Teodosic, knee injury (DTD)
PlumleeM20190104rel,2019-01-04, Hawks,Miles Plumlee, left knee injury (out for season)
KuzmaK20190104rel,2019-01-04, Lakers,Kyle Kuzma, bruised lower back (DTD)
MozgovT20190104rel,2019-01-04, Magic,Timofey Mozgov, surgery on right knee (out for season)
AnigboguI20190104rel,2019-01-04, Pacers,Ike Anigbogu, sore right knee (DTD)
ChandlerW20190105rel,2019-01-05, 76ers,Wilson Chandler, placed on IL with upper respiratory infection
HarklessM20190105rel,2019-01-05, Blazers,Maurice Harkless, left knee injury (DTD)
HoodR20190105rel,2019-01-05, Cavaliers,Rodney Hood, left Achilles injury (DTD)
ShumpertI20190105rel,2019-01-05, Kings,Iman Shumpert, placed on IL with right index finger injury
HarrisD20190105rel,2019-01-05, Mavericks,Devin Harris, tightness in lower back (DTD)
JuanJ20190105rel,2019-01-05, Mavericks,Jose Juan Barea, placed on IL with sore left ankle
PlumleeM20190106rel,2019-01-06, Hawks,Miles Plumlee, placed on IL with left knee injury (out for season)
SefoloshaT20190106rel,2019-01-06, Jazz,Thabo Sefolosha, strained right hamstring (DTD)
NtilikinaF20190106rel,2019-01-06, Knicks,Frank Ntilikina, sprained left ankle (DTD)
TurnerM20190106rel,2019-01-06, Pacers,Myles Turner, placed on IL with sore right shoulder
LeonardK20190106rel,2019-01-06, Raptors,Kawhi Leonard, placed on IL
WilsonD20190107rel,2019-01-07, Bucks,D.J. Wilson, left hip pointer (DTD)
WilsonD20190107rel,2019-01-07, Bucks,D.J. Wilson, placed on IL
BrooksD20190107rel,2019-01-07, Grizzlies,Dillon Brooks, placed on IL with toe injury (out for season)
ExumD20190107rel,2019-01-07, Jazz,Dante Exum, placed on IL with sprained left ankle
SefoloshaT20190107rel,2019-01-07, Jazz,Thabo Sefolosha, placed on IL with strained right hamstring
NtilikinaF20190107rel,2019-01-07, Knicks,Frank Ntilikina, placed on IL with sprained left ankle
MejriS20190107rel,2019-01-07, Mavericks,Salah Mejri, placed on IL
CarrollD20190107rel,2019-01-07, Nets,DeMarre Carroll, sore left knee (DTD)
HarrisJ20190107rel,2019-01-07, Nets,Joe Harris, placed on IL with sprained right ankle
MooreE20190107rel,2019-01-07, Pelicans,E'Twaun Moore, placed on IL with bruised left quadricep
GayR20190107rel,2019-01-07, Spurs,Rudy Gay, placed on IL with sprained left wrist
LivingstonS20190107rel,2019-01-07, Warriors,Shaun Livingston, sore left knee (DTD)
RedickJ20190108rel,2019-01-08, 76ers,J.J. Redick, placed on IL with back injury
HarklessM20190108rel,2019-01-08, Blazers,Maurice Harkless, left knee injury (DTD)
WoodC20190108rel,2019-01-08, Bucks,Christian Wood, sprained right ankle (DTD)
HoodR20190108rel,2019-01-08, Cavaliers,Rodney Hood, placed on IL with left Achilles injury
HuerterK20190108rel,2019-01-08, Hawks,Kevin Huerter, back injury (DTD)
RubioR20190108rel,2019-01-08, Jazz,Ricky Rubio, placed on IL with strained right hamstring
BradleyT20190108rel,2019-01-08, Jazz,Tony Bradley, surgery on right knee (out indefinitely)
HarrisG20190108rel,2019-01-08, Nuggets,Gary Harris, placed on IL with left hamstring injury
MilesC20190108rel,2019-01-08, Raptors,C.J. Miles, right hip injury (DTD)
BookerD20190108rel,2019-01-08, Suns,Devin Booker, placed on IL with back spasms
LivingstonS20190108rel,2019-01-08, Warriors,Shaun Livingston, placed on IL with sore left knee
WallJ20190108rel,2019-01-08, Wizards,John Wall (Hildred), surgery to repair torn left Achilles tendon (out for season)
RoseD20190108rel,2019-01-08, Timberwolves,Derrick Rose, sprained right ankle (DTD)
NanceL20190109rel,2019-01-09, Cavaliers,Larry Nance Jr., placed on IL with sprained MCL in right knee
BrooksD20190109rel,2019-01-09, Grizzlies,Dillon Brooks, surgery on toe (out for season)
BambaM20190109rel,2019-01-09, Magic,Mohamed Bamba, sore left foot (DTD)
SmithD20190109rel,2019-01-09, Mavericks,Dennis Smith Jr., placed on IL with back injury
NowitzkiD20190109rel,2019-01-09, Mavericks,Dirk Nowitzki, illness (DTD)
NoelN20190109rel,2019-01-09, Thunder,Nerlens Noel, concussion (out indefinitely)
NetoR20190110rel,2019-01-10, Jazz,Raulzinho Neto, strained left groin (DTD)
LabissiereS20190110rel,2019-01-10, Kings,Skal Labissiere, placed on IL
GriffinB20190110rel,2019-01-10, Pistons,Blake Griffin, placed on IL
PachuliaZ20190110rel,2019-01-10, Pistons,Zaur Pachulia, placed on IL with right leg injury
NoelN20190110rel,2019-01-10, Thunder,Nerlens Noel, placed on IL with concussion
GayR20190110rel,2019-01-10, Spurs,Rudy Gay, sprained left wrist (DTD)
JohnsonA20190111rel,2019-01-11, 76ers,Amir Johnson, migraine headache (DTD)
EmbiidJ20190111rel,2019-01-11, 76ers,Joel Embiid, placed on IL with sore left ankle
AntetokounmpoG20190111rel,2019-01-11, Bucks,Giannis Antetokounmpo, placed on IL with bruised left hip
KanterE20190111rel,2019-01-11, Knicks,Enes Kanter, placed on IL with illness
DudleyJ20190111rel,2019-01-11, Nets,Jared Dudley, placed on IL with left hamstring injury
McCawP20190111rel,2019-01-11, Raptors,Patrick McCaw, placed on IL
EvansJ20190111rel,2019-01-11, Warriors,Jacob Evans, placed on IL
PortisB20190112rel,2019-01-12, Bulls,Bobby Portis, right elbow injury (DTD)
WhitesideH20190112rel,2019-01-12, Heat,Hassan Whiteside, illness (DTD)
Tony(20190112rel,2019-01-12, Hornets,(William) Tony Parker, placed on IL
NetoR20190112rel,2019-01-12, Jazz,Raulzinho Neto, placed on IL with strained left groin
BambaM20190112rel,2019-01-12, Magic,Mohamed Bamba, placed on IL with sore left foot
JuanJ20190112rel,2019-01-12, Mavericks,Jose Juan Barea, torn right Achilles tendon (out for season)
HarrisG20190112rel,2019-01-12, Nuggets,Gary Harris, placed on IL with left hamstring injury
LylesT20190112rel,2019-01-12, Nuggets,Trey Lyles, placed on IL with sprained right wrist
GayR20190112rel,2019-01-12, Spurs,Rudy Gay, placed on IL with sprained left wrist
CrawfordJ20190112rel,2019-01-12, Suns,Jamal Crawford, personal reasons (DTD)
RoseD20190112rel,2019-01-12, Timberwolves,Derrick Rose, placed on IL with sprained right ankle
PachuliaZ20190112rel,2019-01-12, Pistons,Zaur Pachulia, right leg injury (DTD)
AndersonK20190113rel,2019-01-13, Grizzlies,Kyle Anderson, sprained left ankle (DTD)
DedmonD20190113rel,2019-01-13, Hawks,Dewayne Dedmon, sprained left ankle (DTD)
HardawayT20190113rel,2019-01-13, Knicks,Tim Hardaway Jr., left hamstring injury (DTD)
JuanJ20190113rel,2019-01-13, Mavericks,Jose Juan Barea, placed on IL with torn right Achilles tendon (out for season)
MilesC20190113rel,2019-01-13, Raptors,C.J. Miles, placed on IL with right hip injury
BoucherC20190113rel,2019-01-13, Raptors,Chris Boucher, placed on IL
VanVleetF20190113rel,2019-01-13, Raptors,Fred VanVleet, left thigh injury (DTD)
KnightB20190113rel,2019-01-13, Rockets,Brandon Knight, sore left knee (DTD)
IrvingK20190114rel,2019-01-14, Celtics,Kyrie Irving, placed on IL with bruised right quadriceps
SmartM20190114rel,2019-01-14, Celtics,Marcus Smart, placed on IL with illness
AndersonK20190114rel,2019-01-14, Grizzlies,Kyle Anderson, placed on IL with sprained left ankle
NapierS20190114rel,2019-01-14, Nets,Shabazz Napier, right hamstring injury (DTD)
PachuliaZ20190114rel,2019-01-14, Pistons,Zaur Pachulia, placed on IL with right leg injury
CapelaC20190114rel,2019-01-14, Rockets,Clint Capela, placed on IL with right thumb injury
BelinelliM20190114rel,2019-01-14, Spurs,Marco Belinelli, bruised left knee (DTD)
MiltonS20190115rel,2019-01-15, 76ers,Shake Milton, placed on IL
DedmonD20190115rel,2019-01-15, Hawks,Dewayne Dedmon, placed on IL with sprained left ankle
LinJ20190115rel,2019-01-15, Hawks,Jeremy Lin, placed on IL with illness
DorseyT20190115rel,2019-01-15, Hawks,Tyler Dorsey, placed on IL
KanterE20190115rel,2019-01-15, Knicks,Enes Kanter, placed on IL for personal reasons
SumnerE20190115rel,2019-01-15, Pacers,Edmond Sumner, placed on IL
AnunobyO20190115rel,2019-01-15, Raptors,Ogugua Anunoby, personal reasons (DTD)
CrawfordJ20190115rel,2019-01-15, Suns,Jamal Crawford, sore left knee (DTD)
CarterW20190116rel,2019-01-16, Bulls,Wendell Carter Jr., sprained left thumb (out for season)
WilliamsR20190116rel,2019-01-16, Celtics,Robert Williams III, placed on IL
SmithD20190116rel,2019-01-16, Mavericks,Dennis Smith Jr., placed on IL with illness
ThomasK20190116rel,2019-01-16, Pistons,Khyri Thomas, sore lower back (DTD)
AnunobyO20190116rel,2019-01-16, Raptors,Ogugua Anunoby, placed on IL for personal reasons
KnightB20190116rel,2019-01-16, Rockets,Brandon Knight, placed on IL with sore left knee
HouseD20190116rel,2019-01-16, Rockets,Danuel House, placed on IL
EnnisJ20190116rel,2019-01-16, Rockets,James Ennis, placed on IL with left calf injury
CarterW20190117rel,2019-01-17, Bulls,Wendell Carter Jr., placed on IL with sprained left thumb (out for season)
ThompsonT20190117rel,2019-01-17, Cavaliers,Tristan Thompson, sore left foot (DTD)
AllenK20190117rel,2019-01-17, Knicks,Kadeem Allen, placed on IL
BartonW20190117rel,2019-01-17, Nuggets,Will Barton, placed on IL for personal reasons
RichardsonM20190117rel,2019-01-17, Raptors,Malachi Richardson, placed on IL
McRaeJ20190117rel,2019-01-17, Wizards,Jordan McRae, placed on IL
WilliamsL20190118rel,2019-01-18, Clippers,Louis Williams, placed on IL with right hamstring injury
RichardsonJ20190118rel,2019-01-18, Heat,Josh Richardson, illness (DTD)
FrazierM20190118rel,2019-01-18, Magic,Melvin Frazier Jr., placed on IL
LeuerJ20190118rel,2019-01-18, Pistons,Jon Leuer, placed on IL with illness
DeRozanD20190118rel,2019-01-18, Spurs,DeMar DeRozan, sore left ankle (DTD)
JonesT20190118rel,2019-01-18, Timberwolves,Tyus Jones, placed on IL with sprained left ankle
EvansJ20190118rel,2019-01-18, Warriors,Jacob Evans, placed on IL
ThompsonT20190119rel,2019-01-19, Cavaliers,Tristan Thompson, placed on IL with sore left foot
HaywardG20190119rel,2019-01-19, Celtics,Gordon Hayward, placed on IL for personal reasons
NoahJ20190119rel,2019-01-19, Grizzlies,Joakim Noah, personal reasons (DTD)
GasolM20190119rel,2019-01-19, Grizzlies,Marc Gasol, back injury (DTD)
AdamsJ20190119rel,2019-01-19, Hawks,Jaylen Adams, placed on IL
GordonA20190119rel,2019-01-19, Magic,Aaron Gordon, sore lower back (DTD)
HernangomezJ20190119rel,2019-01-19, Nuggets,Juancho Hernangomez, strained abdominal (DTD)
DavisA20190119rel,2019-01-19, Pelicans,Anthony Davis, left index finger injury (out indefinitely)
DrummondA20190119rel,2019-01-19, Pistons,Andre Drummond, placed on IL with concussion
SmithI20190119rel,2019-01-19, Pistons,Ishmael Smith, placed on IL with right adductor injury
LeonardK20190119rel,2019-01-19, Raptors,Kawhi Leonard, placed on IL
EllensonH20190119rel,2019-01-19, Pistons,Henry Ellenson, sprained left ankle (DTD)
GallinariD20190120rel,2019-01-20, Clippers,Danilo Gallinari, placed on IL with lower back spasms
BallL20190120rel,2019-01-20, Lakers,Lonzo Ball, placed on IL with sprained left ankle (out for season)
AytonD20190120rel,2019-01-20, Suns,Deandre Ayton, placed on IL with sprained left ankle
HolmesR20190120rel,2019-01-20, Suns,Richaun Holmes, placed on IL with sprained right foot
WilliamsL20190120rel,2019-01-20, Clippers,Louis Williams, right hamstring injury (DTD)
ButlerJ20190121rel,2019-01-21, 76ers,Jimmy Butler, placed on IL with sprained right wrist
TrentG20190121rel,2019-01-21, Blazers,Gary Trent Jr., placed on IL
SmithJ20190121rel,2019-01-21, Bucks,Jason Smith, placed on IL
WilliamsR20190121rel,2019-01-21, Celtics,Robert Williams III, placed on IL
NoahJ20190121rel,2019-01-21, Grizzlies,Joakim Noah, placed on IL for personal reasons
CasspiO20190121rel,2019-01-21, Grizzlies,Omri Casspi, illness (DTD)
HuerterK20190121rel,2019-01-21, Hawks,Kevin Huerter, sore neck (DTD)
BurkeT20190121rel,2019-01-21, Knicks,Trey Burke, placed on IL with illness
GordonA20190121rel,2019-01-21, Magic,Aaron Gordon, placed on IL with sore lower back
MejriS20190121rel,2019-01-21, Mavericks,Salah Mejri, placed on IL
DavisA20190121rel,2019-01-21, Pelicans,Anthony Davis, placed on IL with left index finger injury
EllensonH20190121rel,2019-01-21, Pistons,Henry Ellenson, placed on IL with sprained left ankle
HartensteinI20190121rel,2019-01-21, Rockets,Isaiah Hartenstein, placed on IL
AntetokounmpoK20190122rel,2019-01-22, 76ers,Kostas Antetokounmpo, placed on IL
FoxD20190122rel,2019-01-22, Kings,De'Aaron Fox, left big toe injury (DTD)
BjelicaN20190122rel,2019-01-22, Kings,Nemanja Bjelica, tightness in lower back (DTD)
LabissiereS20190122rel,2019-01-22, Kings,Skal Labissiere, personal reasons (DTD)
KornetL20190122rel,2019-01-22, Knicks,Luke Kornet, sprained left ankle (out indefinitely)
BertansD20190122rel,2019-01-22, Spurs,Davis Bertans, personal reasons (DTD)
TeagueJ20190122rel,2019-01-22, Timberwolves,Jeff Teague, placed on IL with sore left foot
ParkerJ20190123rel,2019-01-23, Bulls,Jabari Parker, right knee injury (DTD)
HorfordA20190123rel,2019-01-23, Celtics,Al Horford, placed on IL
IrvingK20190123rel,2019-01-23, Celtics,Kyrie Irving, placed on IL with flu
HuerterK20190123rel,2019-01-23, Hawks,Kevin Huerter, placed on IL with sore neck
KornetL20190123rel,2019-01-23, Knicks,Luke Kornet, placed on IL with sprained left ankle
FrazierM20190123rel,2019-01-23, Magic,Melvin Frazier Jr., placed on IL
BoucherC20190123rel,2019-01-23, Raptors,Chris Boucher, placed on IL
RichardsonM20190123rel,2019-01-23, Raptors,Malachi Richardson, placed on IL with sore right knee
BertansD20190123rel,2019-01-23, Spurs,Davis Bertans, placed on IL for personal reasons
WarrenT20190123rel,2019-01-23, Suns,T.J. Warren, placed on IL with sore right ankle (out for season)
JerebkoJ20190123rel,2019-01-23, Warriors,Jonas Jerebko, placed on IL for personal reasons
StauskasN20190124rel,2019-01-24, Blazers,Nik Stauskas, sore left knee (DTD)
DiVincenzoD20190124rel,2019-01-24, Bucks,Donte DiVincenzo, right heel injury (DTD)
OladipoV20190124rel,2019-01-24, Pacers,Victor Oladipo, surgery on right knee to repair ruptured quadriceps tendon (out for season)
RandleJ20190124rel,2019-01-24, Pelicans,Julius Randle, sprained right ankle (DTD)
MiroticN20190124rel,2019-01-24, Pelicans,Nikola Mirotic, placed on IL with strained right calf
ChandlerW20190125rel,2019-01-25, 76ers,Wilson Chandler, left hamstring injury (DTD)
DiVincenzoD20190125rel,2019-01-25, Bucks,Donte DiVincenzo, placed on IL with right heel injury
WatanabeY20190125rel,2019-01-25, Grizzlies,Yuta Watanabe, placed on IL
WaitersD20190125rel,2019-01-25, Heat,Dion Waiters, migraine headache (DTD)
MudiayE20190125rel,2019-01-25, Knicks,Emmanuel Mudiay, placed on IL with strained left shoulder
BriscoeI20190125rel,2019-01-25, Magic,Isaiah Briscoe, placed on IL with sprained right ankle
DinwiddieS20190125rel,2019-01-25, Nets,Spencer Dinwiddie, right thumb injury (DTD)
PlumleeM20190125rel,2019-01-25, Nuggets,Mason Plumlee," fined $25,000 by NBA for altercation with opposing player during game"
DeRozanD20190125rel,2019-01-25, Spurs,DeMar DeRozan, sore left knee (DTD)
MeltonD20190125rel,2019-01-25, Suns,De'Anthony Melton, placed on IL with sprained right ankle
RoseD20190125rel,2019-01-25, Timberwolves,Derrick Rose, sore right ankle (DTD)
TeagueJ20190125rel,2019-01-25, Timberwolves,Jeff Teague, placed on IL with sore left foot
EmbiidJ20190126rel,2019-01-26, 76ers,Joel Embiid, placed on IL
ChandlerW20190126rel,2019-01-26, 76ers,Wilson Chandler, placed on IL with left hamstring injury
LillardD20190126rel,2019-01-26, Blazers,Damian Lillard, placed on IL with sore right knee
HutchisonC20190126rel,2019-01-26, Bulls,Chandler Hutchison, placed on IL with right foot injury (out for season)
WilliamsR20190126rel,2019-01-26, Celtics,Robert Williams III, placed on IL
TempleG20190126rel,2019-01-26, Grizzlies,Garrett Temple, placed on IL with sprained left shoulder
CasspiO20190126rel,2019-01-26, Grizzlies,Omri Casspi, placed on IL with sore right knee
MurrayJ20190126rel,2019-01-26, Nuggets,Jamal Murray, placed on IL with sprained left ankle
OladipoV20190126rel,2019-01-26, Pacers,Victor Oladipo, placed on IL recovering from surgery on right knee to repair ruptured quadriceps tendon (out for season)
JohnsonT20190127rel,2019-01-27, Heat,Tyler Johnson, left calf injury (DTD)
KuzmaK20190127rel,2019-01-27, Lakers,Kyle Kuzma, strained left hip (DTD)
DeRozanD20190127rel,2019-01-27, Spurs,DeMar DeRozan, placed on IL with sore left knee
MahinmiI20190127rel,2019-01-27, Wizards,Ian Mahinmi, right thumb injury (DTD)
DekkerS20190127rel,2019-01-27, Wizards,Sam Dekker, back spasms (DTD)
IrvingK20190128rel,2019-01-28, Celtics,Kyrie Irving, placed on IL with strained left hip
GreenJ20190128rel,2019-01-28, Grizzlies,JaMychal Green, sore left knee (DTD)
JonesD20190128rel,2019-01-28, Heat,Derrick Jones Jr., placed on IL with bone bruse in right knee
NtilikinaF20190128rel,2019-01-28, Knicks,Frank Ntilikina, placed on IL with groin injury
DinwiddieS20190128rel,2019-01-28, Nets,Spencer Dinwiddie, placed on IL with right thumb injury
GrahamT20190128rel,2019-01-28, Nets,Treveon Graham, sore lower back (DTD)
EvansT20190128rel,2019-01-28, Pacers,Tyreke Evans, placed on IL with sore lower back
GreenD20190128rel,2019-01-28, Warriors,Draymond Green, placed on IL
BoldenJ20190129rel,2019-01-29, 76ers,Jonah Bolden, placed on IL with sore right Achilles
MiltonS20190129rel,2019-01-29, 76ers,Shake Milton, placed on IL
BrogdonM20190129rel,2019-01-29, Bucks,Malcolm Brogdon, placed on IL with sternum injury
BrownS20190129rel,2019-01-29, Bucks,Sterling Brown, right wrist injury (DTD)
FrazierM20190129rel,2019-01-29, Magic,Melvin Frazier Jr., placed on IL
PaytonE20190129rel,2019-01-29, Pelicans,Elfrid Payton, sprained right ankle (DTD)
RandleJ20190129rel,2019-01-29, Pelicans,Julius Randle, placed on IL with sprained right ankle
BullockR20190129rel,2019-01-29, Pistons,Reggie Bullock, placed on IL with sprained left ankle
AdamsS20190129rel,2019-01-29, Thunder,Steven Adams, sprained right ankle (DTD)
FergusonT20190129rel,2019-01-29, Thunder,Terrance Ferguson, placed on IL with back spasms
NurkicJ20190130rel,2019-01-30, Blazers,Jusuf Nurkic, sore right knee (DTD)
StauskasN20190130rel,2019-01-30, Blazers,Nik Stauskas, sore left knee (DTD)
LaVineZ20190130rel,2019-01-30, Bulls,Zach LaVine, sprained right ankle (DTD)
WilliamsR20190130rel,2019-01-30, Celtics,Robert Williams III, placed on IL
DorseyT20190130rel,2019-01-30, Hawks,Tyler Dorsey, placed on IL with bruised left knee
WadeD20190130rel,2019-01-30, Heat,Dwyane Wade, sore right knee (DTD)
Tony(20190130rel,2019-01-30, Hornets,(William) Tony Parker, placed on IL with sore right ankle
JohnsonA20190130rel,2019-01-30, Pacers,Alize Johnson, placed on IL
JohnsonA20190131rel,2019-01-31, 76ers,Amir Johnson, placed on IL for personal reasons
SimmonsJ20190131rel,2019-01-31, Magic,Jonathon Simmons, placed on IL with strained abdominal
DoncicL20190131rel,2019-01-31, Mavericks,Luka Doncic, sore left ankle (DTD)
ThompsonK20190131rel,2019-01-31, Warriors,Klay Thompson, illness (DTD)
JordanD20190131rel,2019-01-31, Mavericks,DeAndre Jordan, placed on IL
MatthewsW20190131rel,2019-01-31, Mavericks,Wesley Matthews, placed on IL
ParkerJ20190201rel,2019-02-01, Bulls,Jabari Parker, personal reasons (DTD)
JacksonJ20190201rel,2019-02-01, Grizzlies,Jaren Jackson Jr., right quadricep injury (DTD)
AndersonK20190201rel,2019-02-01, Grizzlies,Kyle Anderson, sore right shoulder (out for season)
ConleyM20190201rel,2019-02-01, Grizzlies,Mike Conley Jr., placed on IL with sore left knee
CasspiO20190201rel,2019-02-01, Grizzlies,Omri Casspi, surgery on right knee (out indefinitely)
