key,date,team,name,notes
HaywardG20190318rel,2019-03-18, Celtics,Gordon Hayward, placed on IL with concussion
McGruderR20190318rel,2019-03-18, Heat,Rodney McGruder, placed on IL with sore left knee
AntetokounmpoK20190318rel,2019-03-18, Mavericks,Kostas Antetokounmpo, placed on IL
GriffinB20190318rel,2019-03-18, Pistons,Blake Griffin, placed on IL
OubreK20190318rel,2019-03-18, Suns,Kelly Oubre Jr., placed on IL with sprained left thumb (out for season)
HolmesR20190318rel,2019-03-18, Suns,Richaun Holmes, placed on IL with strained right quadriceps
NoelN20190318rel,2019-03-18, Thunder,Nerlens Noel, bruised left quadricep (DTD)
IguodalaA20190318rel,2019-03-18, Warriors,Andre Iguodala, placed on IL with dental ailment
CousinsD20190318rel,2019-03-18, Warriors,DeMarcus Cousins, placed on IL with sore right ankle
WilliamsR20190318rel,2019-03-18, Celtics,Robert Williams III, placed on IL with illness
IlyasovaE20190319rel,2019-03-19, Bucks,Ersan Ilyasova, illness (DTD)
AntetokounmpoG20190319rel,2019-03-19, Bucks,Giannis Antetokounmpo, sprained right ankle (DTD)
GasolP20190319rel,2019-03-19, Bucks,Pau Gasol, placed on IL with sore left ankle (out for season)
MilesC20190319rel,2019-03-19, Grizzlies,C.J. Miles, left foot injury (out for season)
Tony(20190319rel,2019-03-19, Hornets,(William) Tony Parker, placed on IL
JamesL20190319rel,2019-03-19, Lakers,LeBron James, placed on IL with left groin injury
NapierS20190319rel,2019-03-19, Nets,Shabazz Napier, placed on IL with illness
CollisonD20190319rel,2019-03-19, Pacers,Darren Collison, placed on IL with bruised right quadriceps
RoseD20190319rel,2019-03-19, Timberwolves,Derrick Rose, placed on IL with sore right elbow (out for season)
HillG20190320rel,2019-03-20, Bucks,George Hill, left groin injury (DTD)
MiroticN20190320rel,2019-03-20, Bucks,Nikola Mirotic, placed on IL with fractured left thumb
LaVineZ20190320rel,2019-03-20, Bulls,Zach LaVine, bruised right thigh (out for season)
BradleyA20190320rel,2019-03-20, Grizzlies,Avery Bradley, right shin injury (DTD)
MilesC20190320rel,2019-03-20, Grizzlies,C.J. Miles, placed on IL with left foot injury (out for season)
Kidd-GilchristM20190320rel,2019-03-20, Hornets,Michael Kidd-Gilchrist, concussion (DTD)
TrierA20190320rel,2019-03-20, Knicks,Allonzo Trier, placed on IL with strained left calf (out for season)
AllenK20190320rel,2019-03-20, Knicks,Kadeem Allen, illness (DTD)
KleberM20190320rel,2019-03-20, Mavericks,Maximilian Kleber, placed on IL with sprained left wrist
DavisA20190320rel,2019-03-20, Pelicans,Anthony Davis, personal reasons (DTD)
LowryK20190320rel,2019-03-20, Raptors,Kyle Lowry, placed on IL with sprained right ankle
FariedK20190320rel,2019-03-20, Rockets,Kenneth Faried, sore left knee (DTD)
McRaeJ20190320rel,2019-03-20, Wizards,Jordan McRae, placed on IL
HardawayT20190321rel,2019-03-21, Mavericks,Tim Hardaway Jr., placed on IL with tibia injury (out for season)
JohnsonT20190321rel,2019-03-21, Suns,Tyler Johnson, placed on IL with sore right knee (out for season)
GibsonT20190321rel,2019-03-21, Timberwolves,Taj Gibson, strained left calf (DTD)
ArizaT20190321rel,2019-03-21, Wizards,Trevor Ariza, strained left groin (DTD)
HorfordA20190322rel,2019-03-22, Celtics,Al Horford, sore left knee (DTD)
BaynesA20190322rel,2019-03-22, Celtics,Aron Baynes, sprained left ankle (DTD)
BradleyA20190322rel,2019-03-22, Grizzlies,Avery Bradley, placed on IL with right shin injury (out for season)
NoahJ20190322rel,2019-03-22, Grizzlies,Joakim Noah, sore right knee (DTD)
ConleyM20190322rel,2019-03-22, Grizzlies,Mike Conley Jr., general soreness (DTD)
HartJ20190322rel,2019-03-22, Lakers,Josh Hart, placed on IL with right knee tendinitis (out for season)
MuscalaM20190322rel,2019-03-22, Lakers,Mike Muscala, placed on IL with sore right ankle
FrazierM20190322rel,2019-03-22, Magic,Melvin Frazier Jr., placed on IL
BoucherC20190322rel,2019-03-22, Raptors,Chris Boucher, placed on IL
HutchisonC20190323rel,2019-03-23, Bulls,Chandler Hutchison, toe injury (out for season)
HorfordA20190323rel,2019-03-23, Celtics,Al Horford, placed on IL with sore left knee
BaynesA20190323rel,2019-03-23, Celtics,Aron Baynes, placed on IL with sprained left ankle
BatumN20190323rel,2019-03-23, Hornets,Nicolas Batum, placed on IL with illness
GilesH20190323rel,2019-03-23, Kings,Harry Giles, placed on IL with left thigh injury (out for season)
MejriS20190323rel,2019-03-23, Mavericks,Salah Mejri, placed on IL with illness
JacksonJ20190323rel,2019-03-23, Suns,Josh Jackson, placed on IL with sprained right ankle
CurryS20190323rel,2019-03-23, Warriors,Stephen Curry, placed on IL
ArizaT20190323rel,2019-03-23, Wizards,Trevor Ariza, placed on IL with strained left groin
TatumJ20190324rel,2019-03-24, Celtics,Jayson Tatum, placed on IL with bruised lower back
WilliamsR20190324rel,2019-03-24, Celtics,Robert Williams III, placed on IL with bruised lower back
Tony(20190324rel,2019-03-24, Hornets,(William) Tony Parker, placed on IL for personal reasons
BullockR20190324rel,2019-03-24, Lakers,Reggie Bullock, placed on IL with right foot injury
GreenG20190324rel,2019-03-24, Rockets,Gerald Green (b. 1986-01-26), strained left adductor (DTD)
CousinsD20190324rel,2019-03-24, Warriors,DeMarcus Cousins, placed on IL
MuscalaM20190324rel,2019-03-24, Lakers,Mike Muscala, sore right ankle (DTD)
SimmonsB20190325rel,2019-03-25, 76ers,Ben Simmons, placed on IL with gastroenteritis
EnnisJ20190325rel,2019-03-25, 76ers,James Ennis, placed on IL with bruised right quadriceps
SnellT20190325rel,2019-03-25, Bucks,Tony Snell, sprained left ankle (DTD)
NoahJ20190325rel,2019-03-25, Grizzlies,Joakim Noah, placed on IL with sore right knee (out for season)
ConleyM20190325rel,2019-03-25, Grizzlies,Mike Conley Jr., left thigh injury (DTD)
FrazierM20190325rel,2019-03-25, Magic,Melvin Frazier Jr., bruised lower back (DTD)
NurkicJ20190326rel,2019-03-26, Blazers,Jusuf Nurkic, fractured lower left leg (out for season)
SnellT20190326rel,2019-03-26, Bucks,Tony Snell, placed on IL with sprained left ankle
DunnK20190326rel,2019-03-26, Bulls,Kris Dunn, strained back (out for season)
ShametL20190326rel,2019-03-26, Clippers,Landry Shamet, placed on IL with left ankle injury
PlumleeM20190326rel,2019-03-26, Hawks,Miles Plumlee, surgery on left knee (out for season)
Kidd-GilchristM20190326rel,2019-03-26, Hornets,Michael Kidd-Gilchrist, placed on IL with concussion
ChandlerT20190326rel,2019-03-26, Lakers,Tyson Chandler, illness (DTD)
AntetokounmpoK20190326rel,2019-03-26, Mavericks,Kostas Antetokounmpo, placed on IL
BeasleyM20190326rel,2019-03-26, Nuggets,Malik Beasley, placed on IL for personal reasons
DavisA20190326rel,2019-03-26, Pelicans,Anthony Davis, lower back spasms (out for season)
MykhailiukS20190326rel,2019-03-26, Pistons,Sviatoslav Mykhailiuk, placed on IL
GreenG20190326rel,2019-03-26, Rockets,Gerald Green (b. 1986-01-26), placed on IL with strained left adductor
FariedK20190326rel,2019-03-26, Rockets,Kenneth Faried, placed on IL with sore left knee
NurkicJ20190327rel,2019-03-27, Blazers,Jusuf Nurkic, placed on IL with fractured lower left leg (out for season)
MarkkanenL20190327rel,2019-03-27, Bulls,Lauri Markkanen, placed on IL with fatigue (out for season)
LaVineZ20190327rel,2019-03-27, Bulls,Zach LaVine, placed on IL with bruised right thigh (out for season)
NtilikinaF20190327rel,2019-03-27, Knicks,Frank Ntilikina, groin injury (out for season)
JamesL20190327rel,2019-03-27, Lakers,LeBron James, placed on IL
ChandlerT20190327rel,2019-03-27, Lakers,Tyson Chandler, placed on IL with illness
JohnsonA20190327rel,2019-03-27, Pacers,Alize Johnson, placed on IL
JacksonF20190327rel,2019-03-27, Pelicans,Frank Jackson, concussion (out for season)
ArizaT20190327rel,2019-03-27, Wizards,Trevor Ariza, strained left groin (out for season)
RobinsonD20190327rel,2019-03-27, Wizards,Devin Robinson, hip injury (DTD)
DiVincenzoD20190328rel,2019-03-28, Bucks,Donte DiVincenzo, placed on IL with heel injury (out for season)
RichardL20190328rel,2019-03-28, Clippers,Luc Richard Mbah a Moute, surgery on left knee (out for season)
BeverleyP20190328rel,2019-03-28, Clippers,Patrick Beverley, placed on IL with hright hip pointer
RichardsonJ20190328rel,2019-03-28, Heat,Josh Richardson, bruised left heel (DTD)
ExumD20190328rel,2019-03-28, Jazz,Dante Exum, surgery on right knee (out for season)
HartJ20190328rel,2019-03-28, Lakers,Josh Hart, surgery on right knee (out for season)
LeonardK20190328rel,2019-03-28, Raptors,Kawhi Leonard, placed on IL for personal reasons
AnunobyO20190328rel,2019-03-28, Raptors,Ogugua Anunoby, placed on IL with concussion
HartensteinI20190328rel,2019-03-28, Rockets,Isaiah Hartenstein, placed on IL
SnellT20190328rel,2019-03-28, Bucks,Tony Snell, sprained left ankle (DTD)
FariedK20190328rel,2019-03-28, Rockets,Kenneth Faried, sore left knee (DTD)
PrinceT20190329rel,2019-03-29, Hawks,Taurean Prince, placed on IL with foot injury
BjelicaN20190329rel,2019-03-29, Kings,Nemanja Bjelica, illness (DTD)
NtilikinaF20190329rel,2019-03-29, Knicks,Frank Ntilikina, placed on IL with groin injury (out for season)
MillerD20190329rel,2019-03-29, Pelicans,Darius Miller, strained left adductor (out for season)
ArizaT20190329rel,2019-03-29, Wizards,Trevor Ariza, placed on IL with strained left groin (out for season)
LoveK20190330rel,2019-03-30, Cavaliers,Kevin Love, sore left shoulder (DTD)
HorfordA20190330rel,2019-03-30, Celtics,Al Horford, placed on IL with sore left knee
IrvingK20190330rel,2019-03-30, Celtics,Kyrie Irving, placed on IL with sore lower back
GallinariD20190330rel,2019-03-30, Clippers,Danilo Gallinari, placed on IL with sore left ankle
DedmonD20190330rel,2019-03-30, Hawks,Dewayne Dedmon, sore left ankle (out for season)
JamesL20190330rel,2019-03-30, Lakers,LeBron James, left groin injury (out for season)
DoncicL20190330rel,2019-03-30, Mavericks,Luka Doncic, bruised right thigh (DTD)
GriffinB20190330rel,2019-03-30, Pistons,Blake Griffin, sore left knee (DTD)
McCawP20190330rel,2019-03-30, Raptors,Patrick McCaw, placed on IL with sprained right thumb
HolmesR20190330rel,2019-03-30, Suns,Richaun Holmes, placed on IL with migraine headache
AntetokounmpoG20190331rel,2019-03-31, Bucks,Giannis Antetokounmpo, sprained right ankle (DTD)
MiddletonK20190331rel,2019-03-31, Bucks,Khris Middleton, left groin injury (DTD)
ConleyM20190331rel,2019-03-31, Grizzlies,Mike Conley Jr., sore left ankle (out for season)
DedmonD20190331rel,2019-03-31, Hawks,Dewayne Dedmon, placed on IL with sore left ankle (out for season)
FavorsD20190331rel,2019-03-31, Jazz,Derrick Favors, back spasms (DTD)
BagleyM20190331rel,2019-03-31, Kings,Marvin Bagley III, placed on IL with illness
KuzmaK20190331rel,2019-03-31, Lakers,Kyle Kuzma, left foot injury (out for season)
JamesL20190331rel,2019-03-31, Lakers,LeBron James, placed on IL with left groin injury (out for season)
DoncicL20190331rel,2019-03-31, Mavericks,Luka Doncic, placed on IL with bruised right thigh
AytonD20190331rel,2019-03-31, Suns,Deandre Ayton, sprained left ankle (out for season)
ButlerJ20190401rel,2019-04-01, 76ers,Jimmy Butler, placed on IL with back injury
IlyasovaE20190401rel,2019-04-01, Bucks,Ersan Ilyasova, sore back (DTD)
BrownJ20190401rel,2019-04-01, Celtics,Jaylen Brown, placed on IL with lower back spasms
ValanciunasJ20190401rel,2019-04-01, Grizzlies,Jonas Valanciunas, sprained right ankle (out for season)
FavorsD20190401rel,2019-04-01, Jazz,Derrick Favors, placed on IL with back spasms
KorverK20190401rel,2019-04-01, Jazz,Kyle Korver, placed on IL with sore right knee
SmithD20190401rel,2019-04-01, Knicks,Dennis Smith Jr., placed on IL with sore lower back
AntetokounmpoK20190401rel,2019-04-01, Mavericks,Kostas Antetokounmpo, placed on IL
JohnsonA20190401rel,2019-04-01, Pacers,Alize Johnson, sore left foot (DTD)
CollisonD20190401rel,2019-04-01, Pacers,Darren Collison, placed on IL with groin injury
MatthewsW20190401rel,2019-04-01, Pacers,Wesley Matthews, placed on IL with strained right hamstring
GriffinB20190401rel,2019-04-01, Pistons,Blake Griffin, placed on IL with sore left knee
KennardL20190401rel,2019-04-01, Pistons,Luke Kennard, placed on IL with sore right foot
AytonD20190401rel,2019-04-01, Suns,Deandre Ayton, placed on IL with sprained left ankle (out for season)
HicksI20190401rel,2019-04-01, Knicks,Isaiah Hicks, sore left hip (DTD)
JonesD20190402rel,2019-04-02, Heat,Derrick Jones Jr., right knee injury (DTD)
AllenK20190402rel,2019-04-02, Knicks,Kadeem Allen, concussion (out for season)
MorrisM20190403rel,2019-04-03, Celtics,Marcus Morris, placed on IL with sore left knee
BeverleyP20190403rel,2019-04-03, Clippers,Patrick Beverley, placed on IL with right hip pointer
ValanciunasJ20190403rel,2019-04-03, Grizzlies,Jonas Valanciunas, placed on IL with sprained right ankle (out for season)
JonesD20190403rel,2019-04-03, Heat,Derrick Jones Jr., placed on IL with right knee injury
WilliamsM20190403rel,2019-04-03, Hornets,Marvin Williams, placed on IL with right foot injury
CrowderJ20190403rel,2019-04-03, Jazz,Jae Crowder, placed on IL with bruised right quadriceps
RubioR20190403rel,2019-04-03, Jazz,Ricky Rubio, placed on IL with right hamstring injury
AllenK20190403rel,2019-04-03, Knicks,Kadeem Allen, placed on IL with concussion (out for season)
Finney-SmithD20190403rel,2019-04-03, Mavericks,Dorian Finney-Smith, placed on IL with mouth injury
MykhailiukS20190403rel,2019-04-03, Pistons,Sviatoslav Mykhailiuk, placed on IL (out for season)
GibsonT20190403rel,2019-04-03, Timberwolves,Taj Gibson, placed on IL with strained left calf
EnnisJ20190404rel,2019-04-04, 76ers,James Ennis, placed on IL with bruised right quadriceps (out for season)
ButlerJ20190404rel,2019-04-04, 76ers,Jimmy Butler, placed on IL with back injury
RichardsonJ20190404rel,2019-04-04, Heat,Josh Richardson, strained left hip (out for season)
AndersonR20190404rel,2019-04-04, Heat,Ryan Anderson, personal reasons (DTD)
KuzmaK20190404rel,2019-04-04, Lakers,Kyle Kuzma, placed on IL with left foot injury (out for season)
BullockR20190404rel,2019-04-04, Lakers,Reggie Bullock, stiff neck (out for season)
CrabbeA20190404rel,2019-04-04, Nets,Allen Crabbe, surgery on right knee (out for season)
BookerD20190404rel,2019-04-04, Suns,Devin Booker, sprained left ankle (out for season)
JohnsonT20190404rel,2019-04-04, Suns,Tyler Johnson, surgery on right knee (out for season)
IguodalaA20190404rel,2019-04-04, Warriors,Andre Iguodala, placed on IL with toe injury
ParkerJ20190404rel,2019-04-04, Wizards,Jabari Parker, sprained left knee (out for season)
CurryS20190405rel,2019-04-05, Blazers,Seth Curry, sore left tibia (DTD)
GreenJ20190405rel,2019-04-05, Clippers,JaMychal Green, placed on IL for personal reasons
BazemoreK20190405rel,2019-04-05, Hawks,Kent Bazemore, placed on IL with strained left adductor
HuerterK20190405rel,2019-04-05, Hawks,Kevin Huerter, back injury (DTD)
RichardsonJ20190405rel,2019-04-05, Heat,Josh Richardson, placed on IL with strained left hip (out for season)
NetoR20190405rel,2019-04-05, Jazz,Raulzinho Neto, placed on IL with sore left ankle
Cauley-SteinW20190405rel,2019-04-05, Kings,Willie Cauley-Stein, placed on IL for personal reasons
MudiayE20190405rel,2019-04-05, Knicks,Emmanuel Mudiay, sore left shoulder (out for season)
DoncicL20190405rel,2019-04-05, Mavericks,Luka Doncic, placed on IL with bruised right thigh
JohnsonS20190405rel,2019-04-05, Pelicans,Stanley Johnson, left ankle injury (out for season)
MykhailiukS20190405rel,2019-04-05, Pistons,Sviatoslav Mykhailiuk, fractured left index finger (out for season)
BelinelliM20190405rel,2019-04-05, Spurs,Marco Belinelli, placed on IL with sore left hip
HolmesR20190405rel,2019-04-05, Suns,Richaun Holmes, sprained left ankle (out for season)
AntetokounmpoG20190406rel,2019-04-06, Bucks,Giannis Antetokounmpo, left calf injury (DTD)
RubioR20190406rel,2019-04-06, Jazz,Ricky Rubio, bruised left quadricep (DTD)
KleberM20190406rel,2019-04-06, Mavericks,Maximilian Kleber, bruised right knee (DTD)
TrentG20190407rel,2019-04-07, Blazers,Gary Trent Jr., placed on IL with gastroenteritis
StauskasN20190407rel,2019-04-07, Cavaliers,Nik Stauskas, bruised lower back (DTD)
YabuseleG20190407rel,2019-04-07, Celtics,Guerschon Yabusele, placed on IL
GallinariD20190407rel,2019-04-07, Clippers,Danilo Gallinari, sore left ankle (DTD)
Kidd-GilchristM20190407rel,2019-04-07, Hornets,Michael Kidd-Gilchrist, placed on IL for personal reasons
RubioR20190407rel,2019-04-07, Jazz,Ricky Rubio, placed on IL with bruised left quadricep
KoufosK20190407rel,2019-04-07, Kings,Kosta Koufos, placed on IL with strained left calf (out for season)
MudiayE20190407rel,2019-04-07, Knicks,Emmanuel Mudiay, placed on IL with sore left shoulder (out for season)
StephensonL20190407rel,2019-04-07, Lakers,Lance Stephenson, sore left foot (out for season)
AntetokounmpoK20190407rel,2019-04-07, Mavericks,Kostas Antetokounmpo, sore left knee (DTD)
KleberM20190407rel,2019-04-07, Mavericks,Maximilian Kleber, placed on IL with bruised right knee
EvansT20190407rel,2019-04-07, Pacers,Tyreke Evans, placed on IL with sore right knee
BaylessJ20190407rel,2019-04-07, Timberwolves,Jerryd Bayless, right ankle injury (DTD)
McRaeJ20190407rel,2019-04-07, Wizards,Jordan McRae, left Achilles injury (out for season)
RedickJ20190408rel,2019-04-08, 76ers,J.J. Redick, back injury (DTD)
EmbiidJ20190408rel,2019-04-08, 76ers,Joel Embiid, sore left knee (DTD)
HorfordA20190408rel,2019-04-08, Celtics,Al Horford, sore left knee (DTD)
BaynesA20190408rel,2019-04-08, Celtics,Aron Baynes, sore left ankle (DTD)
HaywardG20190408rel,2019-04-08, Celtics,Gordon Hayward, sore left ankle (DTD)
TatumJ20190408rel,2019-04-08, Celtics,Jayson Tatum, bruised left shin (DTD)
IrvingK20190408rel,2019-04-08, Celtics,Kyrie Irving, bruised right knee (DTD)
MorrisM20190408rel,2019-04-08, Celtics,Marcus Morris, right knee injury (DTD)
SmartM20190408rel,2019-04-08, Celtics,Marcus Smart, torn left oblique (out indefinitely)
MackS20190408rel,2019-04-08, Hornets,Shelvin Mack, personal reasons (DTD)
ThomasL20190408rel,2019-04-08, Knicks,Lance Thomas, personal reasons (DTD)
Mike(20190409rel,2019-04-09, 76ers,(James) Mike Scott, placed on IL with tightness in lower back
RedickJ20190409rel,2019-04-09, 76ers,J.J. Redick, placed on IL with back injury
EmbiidJ20190409rel,2019-04-09, 76ers,Joel Embiid, placed on IL with sore left knee
SmithJ20190409rel,2019-04-09, Cavaliers,J.R. Smith, placed on IL for personal reasons (out for season)
HorfordA20190409rel,2019-04-09, Celtics,Al Horford, placed on IL with sore left knee
BaynesA20190409rel,2019-04-09, Celtics,Aron Baynes, placed on IL with sore left ankle
HaywardG20190409rel,2019-04-09, Celtics,Gordon Hayward, placed on IL with sore left ankle
IrvingK20190409rel,2019-04-09, Celtics,Kyrie Irving, placed on IL with bruised right knee
MorrisM20190409rel,2019-04-09, Celtics,Marcus Morris, placed on IL with right knee injury
SmartM20190409rel,2019-04-09, Celtics,Marcus Smart, placed on IL with torn left oblique
MackS20190409rel,2019-04-09, Hornets,Shelvin Mack, placed on IL for personal reasons
ThomasL20190409rel,2019-04-09, Knicks,Lance Thomas, placed on IL for personal reasons
HezonjaM20190409rel,2019-04-09, Knicks,Mario Hezonja, illness (DTD)
StephensonL20190409rel,2019-04-09, Lakers,Lance Stephenson, placed on IL with sore left foot (out for season)
IsaacJ20190409rel,2019-04-09, Magic,Jonathan Isaac, concussion (DTD)
LeeC20190409rel,2019-04-09, Mavericks,Courtney Lee, placed on IL with bruised left hip
CarrollD20190409rel,2019-04-09, Nets,DeMarre Carroll, sprained right wrist (DTD)
MatthewsW20190409rel,2019-04-09, Pacers,Wesley Matthews, toe injury (DTD)
TownsK20190409rel,2019-04-09, Timberwolves,Karl-Anthony Towns, right knee inflammation (out for season)
DurantK20190409rel,2019-04-09, Warriors,Kevin Durant, placed on IL with flu
ThompsonK20190409rel,2019-04-09, Warriors,Klay Thompson, placed on IL with sore right knee
SimmonsB20190410rel,2019-04-10, 76ers,Ben Simmons, placed on IL with dental ailment
ButlerJ20190410rel,2019-04-10, 76ers,Jimmy Butler, placed on IL with tightness in lower back
BoldenJ20190410rel,2019-04-10, 76ers,Jonah Bolden, sore left knee (out for season)
DunnK20190410rel,2019-04-10, Bulls,Kris Dunn, placed on IL with strained back (out for season)
ParsonsC20190410rel,2019-04-10, Grizzlies,Chandler Parsons, sore left knee (out for season)
WilliamsM20190410rel,2019-04-10, Hornets,Marvin Williams, placed on IL (out for season)
MitchellD20190410rel,2019-04-10, Jazz,Donovan Mitchell, placed on IL with thoracic spasm (out for season)
GobertR20190410rel,2019-04-10, Jazz,Rudy Gobert, placed on IL with sore left ankle (out for season)
IsaacJ20190410rel,2019-04-10, Magic,Jonathan Isaac, placed on IL with concussion
VucevicN20190410rel,2019-04-10, Magic,Nikola Vucevic, stomach virus (DTD)
DoncicL20190410rel,2019-04-10, Mavericks,Luka Doncic, left thigh injury (out for season)
KleberM20190410rel,2019-04-10, Mavericks,Maximilian Kleber, placed on IL with sore left knee (out for season)
CarrollD20190410rel,2019-04-10, Nets,DeMarre Carroll, placed on IL with sprained right wrist
HarrisJ20190410rel,2019-04-10, Nets,Joe Harris, placed on IL with sore right foot
BogdanovicB20190410rel,2019-04-10, Pacers,Bojan Bogdanovic, sore left hand (DTD)
TurnerM20190410rel,2019-04-10, Pacers,Myles Turner, placed on IL with sore right ankle
YoungT20190410rel,2019-04-10, Pacers,Thaddeus Young, right hand injury (DTD)
MatthewsW20190410rel,2019-04-10, Pacers,Wesley Matthews, placed on IL with toe injury
GriffinB20190410rel,2019-04-10, Pistons,Blake Griffin, placed on IL with sore left knee
CunninghamD20190410rel,2019-04-10, Spurs,Dante Cunningham, placed on IL with illness (out for season)
GeorgeP20190410rel,2019-04-10, Thunder,Paul George, placed on IL with sore right shoulder
BaylessJ20190410rel,2019-04-10, Timberwolves,Jerryd Bayless, placed on IL with right ankle injury (out for season)
TownsK20190410rel,2019-04-10, Timberwolves,Karl-Anthony Towns, placed on IL with right knee inflammation (out for season)
GreenD20190410rel,2019-04-10, Warriors,Draymond Green, placed on IL with sore left knee
LivingstonS20190410rel,2019-04-10, Warriors,Shaun Livingston, placed on IL with sore left knee
CurryS20190410rel,2019-04-10, Warriors,Stephen Curry, placed on IL with sprained right ankle
GibsonT20190410rel,2019-04-10, Timberwolves,Taj Gibson, strained left calf (out for season)
AnunobyO20190412rel,2019-04-12, Raptors,Ogugua Anunoby, appendectomy (out indefinitely)
AnunobyO20190413rel,2019-04-13, Raptors,Ogugua Anunoby, placed on IL with appendectomy
DialloH20190414rel,2019-04-14, Thunder,Hamidou Diallo, sore right elbow (out for season)
BrogdonM20190414rel,2019-04-14, Bucks,Malcolm Brogdon, right foot injury (DTD)
SmithZ20190415rel,2019-04-15, 76ers,Zhaire Smith, placed on IL
DudleyJ20190415rel,2019-04-15, Nets,Jared Dudley, placed on IL with right calf injury
DialloH20190416rel,2019-04-16, Thunder,Hamidou Diallo, placed on IL with sore right elbow (out for season)
CousinsD20190416rel,2019-04-16, Warriors,DeMarcus Cousins, torn left quadriceps (out indefinitely)
DialloH20190417rel,2019-04-17, Thunder,Hamidou Diallo, surgery on right elbow (out for season)
EmbiidJ20190418rel,2019-04-18, 76ers,Joel Embiid, sore left knee (DTD)
BoucherC20190418rel,2019-04-18, Raptors,Chris Boucher, back spasms (DTD)
CousinsD20190418rel,2019-04-18, Warriors,DeMarcus Cousins, placed on IL with torn left quadriceps
DavisE20190419rel,2019-04-19, Nets,Ed Davis (Adam), right ankle injury (DTD)
BoucherC20190419rel,2019-04-19, Raptors,Chris Boucher, placed on IL with back spasms
DavisE20190420rel,2019-04-20, Nets,Ed Davis (Adam), placed on IL with right ankle injury (out for season)
YabuseleG20190421rel,2019-04-21, Celtics,Guerschon Yabusele, placed on IL with sore lower back
Mike(20190426rel,2019-04-26, 76ers,(James) Mike Scott, right foot injury (DTD)
Mike(20190427rel,2019-04-27, 76ers,(James) Mike Scott, placed on IL with right foot injury
RiversA20190428rel,2019-04-28, Rockets,Austin Rivers, placed on IL with illness
SmithZ20190429rel,2019-04-29, 76ers,Zhaire Smith, placed on IL (out for season)
LinJ20190502rel,2019-05-02, Raptors,Jeremy Lin, placed on IL with back spasms
HouseD20190504rel,2019-05-04, Rockets,Danuel House, toe injury (DTD)
HouseD20190506rel,2019-05-06, Rockets,Danuel House, placed on IL with toe injury
WilsonD20190508rel,2019-05-08, Bucks,D.J. Wilson, sprained left ankle (DTD)
FariedK20190508rel,2019-05-08, Rockets,Kenneth Faried, personal reasons (DTD)
DurantK20190509rel,2019-05-09, Warriors,Kevin Durant, strained right calf (DTD)
GasolP20190510rel,2019-05-10, Bucks,Pau Gasol, surgery on left foot (out for season)
DurantK20190510rel,2019-05-10, Warriors,Kevin Durant, placed on IL with strained right calf
McCawP20190515rel,2019-05-15, Raptors,Patrick McCaw, placed on IL for personal reasons
WilsonD20190519rel,2019-05-19, Bucks,D.J. Wilson, sore left ankle (DTD)
IguodalaA20190520rel,2019-05-20, Warriors,Andre Iguodala, placed on IL with left calf injury
LooneyK20190603rel,2019-06-03, Warriors,Kevon Looney, fractured collarbone (out indefinitely)
LooneyK20190605rel,2019-06-05, Warriors,Kevon Looney, placed on IL with fractured collarbone
ThompsonK20190605rel,2019-06-05, Warriors,Klay Thompson, strained left hamstring (DTD)
DurantK20190612rel,2019-06-12, Warriors,Kevin Durant, torn right Achilles tendon (out for season)
