key,date,team,name,notes
FergusonT20190201,2019-02-01, Thunder,Terrance Ferguson, activated from IL
JohnsonA20190202,2019-02-02, 76ers,Amir Johnson, activated from IL
MiltonS20190202,2019-02-02, 76ers,Shake Milton, activated from IL
LaVineZ20190202,2019-02-02, Bulls,Zach LaVine, returned to lineup
NwabaD20190202,2019-02-02, Cavaliers,David Nwaba, activated from IL
DoncicL20190202,2019-02-02, Mavericks,Luka Doncic, returned to lineup
EvansT20190202,2019-02-02, Pacers,Tyreke Evans, activated from IL
SmithI20190202,2019-02-02, Pistons,Ishmael Smith, activated from IL
AytonD20190202,2019-02-02, Suns,Deandre Ayton, activated from IL
RoseD20190202,2019-02-02, Timberwolves,Derrick Rose, returned to lineup
ThompsonK20190202,2019-02-02, Warriors,Klay Thompson, returned to lineup
JacksonJ20190203,2019-02-03, Grizzlies,Jaren Jackson Jr., returned to lineup
ConleyM20190203,2019-02-03, Grizzlies,Mike Conley Jr., activated from IL
JordanD20190203,2019-02-03, Knicks,DeAndre Jordan, activated from IL
MatthewsW20190203,2019-02-03, Knicks,Wesley Matthews, activated from IL
BledsoeE20190204,2019-02-04, Bucks,Eric Bledsoe, returned to lineup
ParkerJ20190204,2019-02-04, Bulls,Jabari Parker, activated from IL
CunninghamD20190204,2019-02-04, Spurs,Dante Cunningham, returned to lineup
WalkerL20190204,2019-02-04, Spurs,Lonnie Walker IV, activated from IL
TrentG20190205,2019-02-05, Blazers,Gary Trent Jr., activated from IL
ZellerC20190205,2019-02-05, Hornets,Cody Zeller, activated from IL
RobinsonM20190205,2019-02-05, Knicks,Mitchell Robinson, activated from IL
LowryK20190205,2019-02-05, Raptors,Kyle Lowry, activated from IL
NaderA20190205,2019-02-05, Thunder,Abdel Nader, returned to lineup
GasolM20190206,2019-02-06, Grizzlies,Marc Gasol, returned to lineup
NetoR20190206,2019-02-06, Jazz,Raulzinho Neto, activated from IL
LeeC20190206,2019-02-06, Knicks,Courtney Lee, activated from IL
HardawayT20190206,2019-02-06, Mavericks,Tim Hardaway Jr., activated from IL
BurkeT20190206,2019-02-06, Mavericks,Trey Burke, activated from IL
CrabbeA20190206,2019-02-06, Nets,Allen Crabbe, activated from IL
HarrisJ20190206,2019-02-06, Nets,Joe Harris, returned to lineup
MurrayJ20190206,2019-02-06, Nuggets,Jamal Murray, activated from IL
DavisA20190206,2019-02-06, Pelicans,Anthony Davis, activated from IL
RandleJ20190206,2019-02-06, Pelicans,Julius Randle, activated from IL
GordonE20190206,2019-02-06, Rockets,Eric Gordon, activated from IL
RichardsonM20190206,2019-02-06, Raptors,Malachi Richardson, activated from IL
HoodR20190207,2019-02-07, Blazers,Rodney Hood, activated from IL
IrvingK20190207,2019-02-07, Celtics,Kyrie Irving, activated from IL
MorrisM20190207,2019-02-07, Celtics,Marcus Morris, returned to lineup
WilliamsR20190207,2019-02-07, Celtics,Robert Williams III, activated from IL
GallinariD20190207,2019-02-07, Clippers,Danilo Gallinari, activated from IL
AdamsJ20190207,2019-02-07, Hawks,Jaylen Adams, activated from IL
HartJ20190207,2019-02-07, Lakers,Josh Hart, returned to lineup
BirdJ20190207,2019-02-07, Celtics,Jabari Bird, activated from IL
CasspiO20190207,2019-02-07, Grizzlies,Omri Casspi, activated from IL
RedickJ20190208,2019-02-08, 76ers,J.J. Redick, activated from IL
LoveK20190208,2019-02-08, Cavaliers,Kevin Love, activated from IL
HicksI20190208,2019-02-08, Knicks,Isaiah Hicks, activated from IL
LeVertC20190208,2019-02-08, Nets,Caris LeVert, activated from IL
SmithJ20190208,2019-02-08, Pelicans,Jason Smith, activated from IL
SmithI20190208,2019-02-08, Pistons,Ishmael Smith, activated from IL
JohnsonT20190208,2019-02-08, Suns,Tyler Johnson, activated from IL
TeagueJ20190208,2019-02-08, Timberwolves,Jeff Teague, returned to lineup
StauskasN20190208,2019-02-08, Pacers,Nik Stauskas, activated from IL
MorrisM20190208,2019-02-08, Pelicans,Markieff Morris, activated from IL
MiddletonK20190209,2019-02-09, Bucks,Khris Middleton, activated from IL
TempleG20190209,2019-02-09, Clippers,Garrett Temple, activated from IL
GreenJ20190209,2019-02-09, Clippers,JaMychal Green, activated from IL
MilesC20190209,2019-02-09, Grizzlies,C.J. Miles, activated from IL
NoahJ20190209,2019-02-09, Grizzlies,Joakim Noah, returned to lineup
SefoloshaT20190209,2019-02-09, Jazz,Thabo Sefolosha, activated from IL
MooreE20190209,2019-02-09, Pelicans,E'Twaun Moore, returned to lineup
BoucherC20190209,2019-02-09, Raptors,Chris Boucher, activated from IL
LeonardK20190209,2019-02-09, Raptors,Kawhi Leonard, returned to lineup
ValanciunasJ20190209,2019-02-09, Grizzlies,Jonas Valanciunas, activated from IL
AntetokounmpoK20190209,2019-02-09, Mavericks,Kostas Antetokounmpo, returned to lineup
AbrinesA20190209,2019-02-09, Thunder,Alex Abrines, activated from IL
SimmonsJ20190210,2019-02-10, Magic,Jonathon Simmons, activated from IL
BookerD20190210,2019-02-10, Suns,Devin Booker, returned to lineup
TrentG20190211,2019-02-11, Blazers,Gary Trent Jr., activated from IL
AntetokounmpoG20190211,2019-02-11, Bucks,Giannis Antetokounmpo, activated from IL
MillsapP20190211,2019-02-11, Nuggets,Paul Millsap, activated from IL
McDermottD20190211,2019-02-11, Pacers,Doug McDermott, activated from IL
HartensteinI20190211,2019-02-11, Rockets,Isaiah Hartenstein, activated from IL
RoseD20190211,2019-02-11, Timberwolves,Derrick Rose, activated from IL
BaylessJ20190211,2019-02-11, Timberwolves,Jerryd Bayless, returned to lineup
ValanciunasJ20190212,2019-02-12, Grizzlies,Jonas Valanciunas, returned to lineup
OkaforJ20190212,2019-02-12, Pelicans,Jahlil Okafor, activated from IL
WalkerL20190212,2019-02-12, Spurs,Lonnie Walker IV, activated from IL
GayR20190212,2019-02-12, Spurs,Rudy Gay, returned to lineup
IguodalaA20190212,2019-02-12, Warriors,Andre Iguodala, activated from IL
ZizicA20190213,2019-02-13, Cavaliers,Ante Zizic, activated from IL
OsmanC20190213,2019-02-13, Cavaliers,Cedi Osman, activated from IL
ConleyM20190213,2019-02-13, Grizzlies,Mike Conley Jr., returned to lineup
MejriS20190213,2019-02-13, Mavericks,Salah Mejri, activated from IL
CarrollD20190213,2019-02-13, Nets,DeMarre Carroll, returned to lineup
ThomasI20190213,2019-02-13, Nuggets,Isaiah Thomas, activated from IL
LydonT20190213,2019-02-13, Nuggets,Tyler Lydon, activated from IL
WilliamsR20190213,2019-02-13, Celtics,Robert Williams III, returned to lineup
PoythressA20190214,2019-02-14, Hawks,Alex Poythress, activated from IL
GrahamD20190214,2019-02-14, Hornets,Devonte' Graham, activated from IL
MeltonD20190220,2019-02-20, Suns,De'Anthony Melton, activated from IL
KorkmazF20190221,2019-02-21, 76ers,Furkan Korkmaz, activated from IL
MiroticN20190221,2019-02-21, Bucks,Nikola Mirotic, activated from IL
IrvingK20190221,2019-02-21, Celtics,Kyrie Irving, activated from IL
WilliamsR20190221,2019-02-21, Celtics,Robert Williams III, activated from IL
RozierT20190221,2019-02-21, Celtics,Terry Rozier, activated from IL
JonesD20190221,2019-02-21, Heat,Derrick Jones Jr., activated from IL
HezonjaM20190221,2019-02-21, Knicks,Mario Hezonja, activated from IL
HartJ20190221,2019-02-21, Lakers,Josh Hart, returned to lineup
ChandlerT20190221,2019-02-21, Lakers,Tyson Chandler, returned to lineup
DudleyJ20190221,2019-02-21, Nets,Jared Dudley, activated from IL
KurucsR20190221,2019-02-21, Nets,Rodions Kurucs, returned to lineup
GrahamT20190221,2019-02-21, Nets,Treveon Graham, activated from IL
McCawP20190221,2019-02-21, Raptors,Patrick McCaw, activated from IL
RiversA20190221,2019-02-21, Rockets,Austin Rivers, returned to lineup
CapelaC20190221,2019-02-21, Rockets,Clint Capela, activated from IL
WigginsA20190221,2019-02-21, Timberwolves,Andrew Wiggins, activated from IL
IguodalaA20190221,2019-02-21, Warriors,Andre Iguodala, activated from IL
CousinsD20190221,2019-02-21, Warriors,DeMarcus Cousins, activated from IL
LivingstonS20190221,2019-02-21, Warriors,Shaun Livingston, activated from IL
BrownT20190221,2019-02-21, Wizards,Troy Brown Jr., activated from IL
DunnK20190222,2019-02-22, Bulls,Kris Dunn, activated from IL
ParsonsC20190222,2019-02-22, Grizzlies,Chandler Parsons, activated from IL
AdamsJ20190222,2019-02-22, Hawks,Jaylen Adams, activated from IL
Tony(20190222,2019-02-22, Hornets,(William) Tony Parker, activated from IL
BiyomboB20190222,2019-02-22, Hornets,Bismack Biyombo, activated from IL
MudiayE20190222,2019-02-22, Knicks,Emmanuel Mudiay, activated from IL
HarrisG20190222,2019-02-22, Nuggets,Gary Harris, activated from IL
PaytonE20190222,2019-02-22, Pelicans,Elfrid Payton, activated from IL
LeuerJ20190222,2019-02-22, Pistons,Jon Leuer, activated from IL
LeonardK20190222,2019-02-22, Raptors,Kawhi Leonard, returned to lineup
WhiteD20190222,2019-02-22, Spurs,Derrick White, activated from IL
SchroderD20190222,2019-02-22, Thunder,Dennis Schroder, activated from IL
GrantJ20190222,2019-02-22, Thunder,Jerami Grant, activated from IL
JonesT20190222,2019-02-22, Timberwolves,Tyus Jones, activated from IL
SatoranskyT20190222,2019-02-22, Wizards,Tomas Satoransky, activated from IL
TrentG20190223,2019-02-23, Blazers,Gary Trent Jr., activated from IL
HaywardG20190223,2019-02-23, Celtics,Gordon Hayward, activated from IL
ValanciunasJ20190223,2019-02-23, Grizzlies,Jonas Valanciunas, returned to lineup
DragicG20190223,2019-02-23, Heat,Goran Dragic, activated from IL
MuscalaM20190223,2019-02-23, Lakers,Mike Muscala, activated from IL
EvansJ20190223,2019-02-23, Warriors,Jacob Evans, activated from IL
LivingstonS20190223,2019-02-23, Warriors,Shaun Livingston, returned to lineup
HuerterK20190225,2019-02-25, Hawks,Kevin Huerter, activated from IL
DoncicL20190225,2019-02-25, Mavericks,Luka Doncic, activated from IL
KleberM20190225,2019-02-25, Mavericks,Maximilian Kleber, activated from IL
TurnerM20190225,2019-02-25, Pacers,Myles Turner, activated from IL
DavisA20190225,2019-02-25, Pelicans,Anthony Davis, activated from IL
ShumpertI20190225,2019-02-25, Rockets,Iman Shumpert, activated from IL
HardenJ20190225,2019-02-25, Rockets,James Harden, activated from IL
WhiteD20190225,2019-02-25, Spurs,Derrick White, returned to lineup
DiengG20190225,2019-02-25, Timberwolves,Gorgui Dieng, activated from IL
TownsK20190225,2019-02-25, Timberwolves,Karl-Anthony Towns, activated from IL
TrentG20190227,2019-02-27, Blazers,Gary Trent Jr., activated from IL
AntetokounmpoG20190227,2019-02-27, Bucks,Giannis Antetokounmpo, activated from IL
DunnK20190227,2019-02-27, Bulls,Kris Dunn, activated from IL
PorterO20190227,2019-02-27, Bulls,Otto Porter Jr., activated from IL
WanamakerB20190227,2019-02-27, Celtics,Brad Wanamaker, returned to lineup
MilesC20190227,2019-02-27, Grizzlies,C.J. Miles, returned to lineup
PrinceT20190227,2019-02-27, Hawks,Taurean Prince, activated from IL
JonesD20190227,2019-02-27, Heat,Derrick Jones Jr., returned to lineup
WinslowJ20190227,2019-02-27, Heat,Justise Winslow, activated from IL
McGruderR20190227,2019-02-27, Heat,Rodney McGruder, returned to lineup
MillerD20190227,2019-02-27, Pelicans,Darius Miller, activated from IL
BellJ20190227,2019-02-27, Warriors,Jordan Bell, activated from IL
BriscoeI20190228,2019-02-28, Magic,Isaiah Briscoe, activated from IL
TeagueJ20190228,2019-02-28, Timberwolves,Jeff Teague, activated from IL
CousinsD20190228,2019-02-28, Warriors,DeMarcus Cousins, activated from IL
RozierT20190301,2019-03-01, Celtics,Terry Rozier, activated from IL
DinwiddieS20190301,2019-03-01, Nets,Spencer Dinwiddie, activated from IL
KanterE20190302,2019-03-02, Blazers,Enes Kanter, activated from IL
RabbI20190302,2019-03-02, Grizzlies,Ivan Rabb, returned to lineup
JohnsonJ20190302,2019-03-02, Heat,James Johnson, activated from IL
RubioR20190302,2019-03-02, Jazz,Ricky Rubio, activated from IL
FrazierM20190302,2019-03-02, Magic,Melvin Frazier Jr., activated from IL
BurkeT20190302,2019-03-02, Mavericks,Trey Burke, activated from IL
EvansT20190302,2019-03-02, Pacers,Tyreke Evans, returned to lineup
MykhailiukS20190302,2019-03-02, Pistons,Sviatoslav Mykhailiuk, activated from IL
IguodalaA20190302,2019-03-02, Warriors,Andre Iguodala, activated from IL
DurantK20190302,2019-03-02, Warriors,Kevin Durant, activated from IL
BaynesA20190303,2019-03-03, Celtics,Aron Baynes, activated from IL
PoythressA20190303,2019-03-03, Hawks,Alex Poythress, activated from IL
LeuerJ20190303,2019-03-03, Pistons,Jon Leuer, activated from IL
GordonE20190303,2019-03-03, Rockets,Eric Gordon, returned to lineup
BrogdonM20190304,2019-03-04, Bucks,Malcolm Brogdon, activated from IL
WhitesideH20190304,2019-03-04, Heat,Hassan Whiteside, activated from IL
DavisA20190304,2019-03-04, Pelicans,Anthony Davis, activated from IL
BledsoeE20190304,2019-03-04, Bucks,Eric Bledsoe, returned to lineup
JohnsonA20190305,2019-03-05, 76ers,Amir Johnson, returned to lineup
TurnerE20190305,2019-03-05, Blazers,Evan Turner, activated from IL
YabuseleG20190305,2019-03-05, Celtics,Guerschon Yabusele, activated from IL
ConleyM20190305,2019-03-05, Grizzlies,Mike Conley Jr., returned to lineup
GeorgeP20190305,2019-03-05, Thunder,Paul George, returned to lineup
SumnerE20190305,2019-03-05, Pacers,Edmond Sumner, activated from IL
BoldenJ20190306,2019-03-06, 76ers,Jonah Bolden, returned to lineup
CollinsJ20190306,2019-03-06, Hawks,John Collins (Martin), activated from IL
PrinceT20190306,2019-03-06, Hawks,Taurean Prince, returned to lineup
JordanD20190306,2019-03-06, Knicks,DeAndre Jordan, activated from IL
StephensonL20190306,2019-03-06, Lakers,Lance Stephenson, activated from IL
AntetokounmpoK20190306,2019-03-06, Mavericks,Kostas Antetokounmpo, returned to lineup
AntetokounmpoK20190306,2019-03-06, Mavericks,Kostas Antetokounmpo, activated from IL
OkaforJ20190306,2019-03-06, Pelicans,Jahlil Okafor, activated from IL
TrentG20190307,2019-03-07, Blazers,Gary Trent Jr., activated from IL
DiVincenzoD20190307,2019-03-07, Bucks,Donte DiVincenzo, activated from IL
ZizicA20190308,2019-03-08, Cavaliers,Ante Zizic, activated from IL
NanceL20190308,2019-03-08, Cavaliers,Larry Nance Jr., activated from IL
ChandlerW20190308,2019-03-08, Clippers,Wilson Chandler, activated from IL
DragicG20190308,2019-03-08, Heat,Goran Dragic, activated from IL
UdohE20190308,2019-03-08, Jazz,Ekpe Udoh, returned to lineup
RossT20190308,2019-03-08, Magic,Terrence Ross, activated from IL
ShumpertI20190308,2019-03-08, Rockets,Iman Shumpert, returned to lineup
LooneyK20190308,2019-03-08, Warriors,Kevon Looney, activated from IL
ThompsonK20190308,2019-03-08, Warriors,Klay Thompson, activated from IL
LivingstonS20190308,2019-03-08, Warriors,Shaun Livingston, returned to lineup
PachuliaZ20190308,2019-03-08, Pistons,Zaur Pachulia, activated from IL
HillG20190309,2019-03-09, Bucks,George Hill, activated from IL
IrvingK20190309,2019-03-09, Celtics,Kyrie Irving, activated from IL
BiyomboB20190309,2019-03-09, Hornets,Bismack Biyombo, activated from IL
BertansD20190309,2019-03-09, Pelicans,Dairis Bertans, activated from IL
EmbiidJ20190310,2019-03-10, 76ers,Joel Embiid, activated from IL
DedmonD20190310,2019-03-10, Hawks,Dewayne Dedmon, activated from IL
VonlehN20190310,2019-03-10, Knicks,Noah Vonleh, returned to lineup
KleberM20190310,2019-03-10, Mavericks,Maximilian Kleber, activated from IL
NapierS20190310,2019-03-10, Nets,Shabazz Napier, activated from IL
JohnsonA20190310,2019-03-10, Pacers,Alize Johnson, returned to lineup
SabonisD20190310,2019-03-10, Pacers,Domantas Sabonis, activated from IL
DavisA20190310,2019-03-10, Pelicans,Anthony Davis, returned to lineup
LeuerJ20190310,2019-03-10, Pistons,Jon Leuer, returned to lineup
PoeltlJ20190310,2019-03-10, Spurs,Jakob Poeltl, activated from IL
ExumD20190311,2019-03-11, Jazz,Dante Exum, activated from IL
BrownB20190311,2019-03-11, Pistons,Bruce Brown, activated from IL
PachuliaZ20190311,2019-03-11, Pistons,Zaur Pachulia, returned to lineup
FariedK20190311,2019-03-11, Rockets,Kenneth Faried, returned to lineup
MarjanovicB20190312,2019-03-12, 76ers,Boban Marjanovic, activated from IL
TurnerE20190312,2019-03-12, Blazers,Evan Turner, activated from IL
TrentG20190312,2019-03-12, Blazers,Gary Trent Jr., activated from IL
KuzmaK20190312,2019-03-12, Lakers,Kyle Kuzma, activated from IL
TownsK20190312,2019-03-12, Timberwolves,Karl-Anthony Towns, activated from IL
SmithZ20190312,2019-03-12, 76ers,Zhaire Smith, activated from IL
NetoR20190313,2019-03-13, Jazz,Raulzinho Neto, activated from IL
RubioR20190313,2019-03-13, Jazz,Ricky Rubio, activated from IL
MykhailiukS20190313,2019-03-13, Pistons,Sviatoslav Mykhailiuk, activated from IL
HouseD20190313,2019-03-13, Rockets,Danuel House, activated from IL
JonesT20190313,2019-03-13, Rockets,Terrence Jones, activated from IL
DialloH20190313,2019-03-13, Thunder,Hamidou Diallo, activated from IL
TatumJ20190314,2019-03-14, Celtics,Jayson Tatum, activated from IL
BagleyM20190314,2019-03-14, Kings,Marvin Bagley III, activated from IL
LylesT20190314,2019-03-14, Nuggets,Trey Lyles, activated from IL
MorrisM20190314,2019-03-14, Thunder,Markieff Morris, returned to lineup
WigginsA20190314,2019-03-14, Timberwolves,Andrew Wiggins, activated from IL
HoodR20190315,2019-03-15, Blazers,Rodney Hood, activated from IL
HillG20190315,2019-03-15, Bucks,George Hill, returned to lineup
LaVineZ20190315,2019-03-15, Bulls,Zach LaVine, activated from IL
GallinariD20190315,2019-03-15, Clippers,Danilo Gallinari, returned to lineup
Tony(20190315,2019-03-15, Hornets,(William) Tony Parker, activated from IL
WilliamsM20190315,2019-03-15, Hornets,Marvin Williams, activated from IL
Kidd-GilchristM20190315,2019-03-15, Hornets,Michael Kidd-Gilchrist, activated from IL
BatumN20190315,2019-03-15, Hornets,Nicolas Batum, returned to lineup
AllenK20190315,2019-03-15, Knicks,Kadeem Allen, activated from IL
HezonjaM20190315,2019-03-15, Knicks,Mario Hezonja, activated from IL
StephensonL20190315,2019-03-15, Lakers,Lance Stephenson, activated from IL
GayR20190315,2019-03-15, Spurs,Rudy Gay, activated from IL
BogutA20190315,2019-03-15, Warriors,Andrew Bogut, returned to lineup
DekkerS20190315,2019-03-15, Wizards,Sam Dekker, returned to lineup
HarklessM20190316,2019-03-16, Blazers,Maurice Harkless, activated from IL
TheisD20190316,2019-03-16, Celtics,Daniel Theis, activated from IL
RozierT20190316,2019-03-16, Celtics,Terry Rozier, activated from IL
AntetokounmpoK20190316,2019-03-16, Mavericks,Kostas Antetokounmpo, activated from IL
WilliamsA20190316,2019-03-16, Nets,Alan Williams, activated from IL
CarrollD20190316,2019-03-16, Nets,DeMarre Carroll, activated from IL
GrahamT20190316,2019-03-16, Nets,Treveon Graham, activated from IL
CraigT20190316,2019-03-16, Nuggets,Torrey Craig, activated from IL
EvansT20190316,2019-03-16, Pacers,Tyreke Evans, activated from IL
EvansT20190316,2019-03-16, Pacers,Tyreke Evans, activated from IL
McRaeJ20190316,2019-03-16, Wizards,Jordan McRae, activated from IL
HartJ20190317,2019-03-17, Lakers,Josh Hart, returned to lineup
JamesL20190317,2019-03-17, Lakers,LeBron James, activated from IL
NapierS20190317,2019-03-17, Nets,Shabazz Napier, activated from IL
VanVleetF20190317,2019-03-17, Raptors,Fred VanVleet, activated from IL
RoseD20190317,2019-03-17, Timberwolves,Derrick Rose, activated from IL
TrentG20190318,2019-03-18, Blazers,Gary Trent Jr., activated from IL
YabuseleG20190318,2019-03-18, Celtics,Guerschon Yabusele, activated from IL
SefoloshaT20190318,2019-03-18, Jazz,Thabo Sefolosha, activated from IL
DoncicL20190318,2019-03-18, Mavericks,Luka Doncic, activated from IL
LowryK20190318,2019-03-18, Raptors,Kyle Lowry, activated from IL
DurantK20190318,2019-03-18, Warriors,Kevin Durant, activated from IL
BrownS20190319,2019-03-19, Bucks,Sterling Brown, activated from IL
MackS20190319,2019-03-19, Hornets,Shelvin Mack, activated from IL
ChandlerT20190319,2019-03-19, Lakers,Tyson Chandler, activated from IL
IguodalaA20190319,2019-03-19, Warriors,Andre Iguodala, activated from IL
IlyasovaE20190320,2019-03-20, Bucks,Ersan Ilyasova, returned to lineup
LoveK20190320,2019-03-20, Cavaliers,Kevin Love, returned to lineup
NanceL20190320,2019-03-20, Cavaliers,Larry Nance Jr., returned to lineup
ThompsonT20190320,2019-03-20, Cavaliers,Tristan Thompson, activated from IL
WilliamsR20190320,2019-03-20, Celtics,Robert Williams III, activated from IL
AntetokounmpoK20190320,2019-03-20, Mavericks,Kostas Antetokounmpo, activated from IL
NoelN20190320,2019-03-20, Thunder,Nerlens Noel, returned to lineup
Tony(20190321,2019-03-21, Hornets,(William) Tony Parker, activated from IL
KleberM20190321,2019-03-21, Mavericks,Maximilian Kleber, activated from IL
GriffinB20190321,2019-03-21, Pistons,Blake Griffin, activated from IL
HolmesR20190321,2019-03-21, Suns,Richaun Holmes, activated from IL
CousinsD20190321,2019-03-21, Warriors,DeMarcus Cousins, activated from IL
HillG20190322,2019-03-22, Bucks,George Hill, returned to lineup
AntetokounmpoG20190322,2019-03-22, Bucks,Giannis Antetokounmpo, returned to lineup
BrownS20190322,2019-03-22, Bucks,Sterling Brown, returned to lineup
NtilikinaF20190322,2019-03-22, Knicks,Frank Ntilikina, activated from IL
AllenK20190322,2019-03-22, Knicks,Kadeem Allen, returned to lineup
StephensonL20190322,2019-03-22, Lakers,Lance Stephenson, activated from IL
JamesL20190322,2019-03-22, Lakers,LeBron James, activated from IL
NapierS20190322,2019-03-22, Nets,Shabazz Napier, activated from IL
FariedK20190322,2019-03-22, Rockets,Kenneth Faried, returned to lineup
NoahJ20190323,2019-03-23, Grizzlies,Joakim Noah, returned to lineup
ConleyM20190323,2019-03-23, Grizzlies,Mike Conley Jr., returned to lineup
DavisA20190323,2019-03-23, Pelicans,Anthony Davis, returned to lineup
McRaeJ20190323,2019-03-23, Wizards,Jordan McRae, activated from IL
BaynesA20190324,2019-03-24, Celtics,Aron Baynes, activated from IL
HaywardG20190324,2019-03-24, Celtics,Gordon Hayward, activated from IL
MykhailiukS20190324,2019-03-24, Pistons,Sviatoslav Mykhailiuk, activated from IL
BoucherC20190324,2019-03-24, Raptors,Chris Boucher, activated from IL
LowryK20190324,2019-03-24, Raptors,Kyle Lowry, activated from IL
CurryS20190324,2019-03-24, Warriors,Stephen Curry, activated from IL
MuscalaM20190324,2019-03-24, Lakers,Mike Muscala, activated from IL
HorfordA20190326,2019-03-26, Celtics,Al Horford, activated from IL
TatumJ20190326,2019-03-26, Celtics,Jayson Tatum, activated from IL
Tony(20190326,2019-03-26, Hornets,(William) Tony Parker, activated from IL
Kidd-GilchristM20190326,2019-03-26, Hornets,Michael Kidd-Gilchrist, activated from IL
MejriS20190326,2019-03-26, Mavericks,Salah Mejri, activated from IL
HartensteinI20190326,2019-03-26, Rockets,Isaiah Hartenstein, activated from IL
ArizaT20190326,2019-03-26, Wizards,Trevor Ariza, activated from IL
ConleyM20190327,2019-03-27, Grizzlies,Mike Conley Jr., returned to lineup
BullockR20190327,2019-03-27, Lakers,Reggie Bullock, activated from IL
CollisonD20190327,2019-03-27, Pacers,Darren Collison, activated from IL
SimmonsB20190328,2019-03-28, 76ers,Ben Simmons, activated from IL
ShametL20190328,2019-03-28, Clippers,Landry Shamet, activated from IL
SmithD20190328,2019-03-28, Knicks,Dennis Smith Jr., activated from IL
FrazierM20190328,2019-03-28, Magic,Melvin Frazier Jr., activated from IL
BeasleyM20190328,2019-03-28, Nuggets,Malik Beasley, activated from IL
SnellT20190328,2019-03-28, Bucks,Tony Snell, activated from IL
FariedK20190328,2019-03-28, Rockets,Kenneth Faried, activated from IL
WilliamsR20190329,2019-03-29, Celtics,Robert Williams III, activated from IL
BatumN20190329,2019-03-29, Hornets,Nicolas Batum, activated from IL
JamesL20190329,2019-03-29, Lakers,LeBron James, activated from IL
MuscalaM20190329,2019-03-29, Lakers,Mike Muscala, returned to lineup
EnnisJ20190330,2019-03-30, 76ers,James Ennis, activated from IL
BeverleyP20190330,2019-03-30, Clippers,Patrick Beverley, activated from IL
JacksonJ20190330,2019-03-30, Suns,Josh Jackson, activated from IL
GallinariD20190331,2019-03-31, Clippers,Danilo Gallinari, activated from IL
BjelicaN20190331,2019-03-31, Kings,Nemanja Bjelica, returned to lineup
BullockR20190331,2019-03-31, Lakers,Reggie Bullock, returned to lineup
AntetokounmpoK20190331,2019-03-31, Mavericks,Kostas Antetokounmpo, activated from IL
AntetokounmpoG20190401,2019-04-01, Bucks,Giannis Antetokounmpo, returned to lineup
HorfordA20190401,2019-04-01, Celtics,Al Horford, activated from IL
IrvingK20190401,2019-04-01, Celtics,Kyrie Irving, activated from IL
MykhailiukS20190401,2019-04-01, Pistons,Sviatoslav Mykhailiuk, activated from IL
LeonardK20190401,2019-04-01, Raptors,Kawhi Leonard, activated from IL
HolmesR20190401,2019-04-01, Suns,Richaun Holmes, activated from IL
BagleyM20190402,2019-04-02, Kings,Marvin Bagley III, activated from IL
GreenG20190402,2019-04-02, Rockets,Gerald Green (b. 1986-01-26), activated from IL
FariedK20190402,2019-04-02, Rockets,Kenneth Faried, returned to lineup
ButlerJ20190403,2019-04-03, 76ers,Jimmy Butler, activated from IL
PrinceT20190403,2019-04-03, Hawks,Taurean Prince, activated from IL
RichardsonJ20190403,2019-04-03, Heat,Josh Richardson, returned to lineup
WinslowJ20190403,2019-04-03, Heat,Justise Winslow, activated from IL
McGruderR20190403,2019-04-03, Heat,Rodney McGruder, activated from IL
DoncicL20190403,2019-04-03, Mavericks,Luka Doncic, activated from IL
JohnsonA20190403,2019-04-03, Pacers,Alize Johnson, activated from IL
KennardL20190403,2019-04-03, Pistons,Luke Kennard, activated from IL
GreenG20190403,2019-04-03, Rockets,Gerald Green (b. 1986-01-26), returned to lineup
IlyasovaE20190404,2019-04-04, Bucks,Ersan Ilyasova, returned to lineup
MiddletonK20190404,2019-04-04, Bucks,Khris Middleton, returned to lineup
ChandlerT20190404,2019-04-04, Lakers,Tyson Chandler, activated from IL
MorrisM20190405,2019-04-05, Celtics,Marcus Morris, activated from IL
JonesD20190405,2019-04-05, Heat,Derrick Jones Jr., activated from IL
CrowderJ20190405,2019-04-05, Jazz,Jae Crowder, activated from IL
RubioR20190405,2019-04-05, Jazz,Ricky Rubio, activated from IL
Finney-SmithD20190405,2019-04-05, Mavericks,Dorian Finney-Smith, activated from IL
MatthewsW20190405,2019-04-05, Pacers,Wesley Matthews, activated from IL
GriffinB20190405,2019-04-05, Pistons,Blake Griffin, activated from IL
AnunobyO20190405,2019-04-05, Raptors,Ogugua Anunoby, activated from IL
RobinsonD20190405,2019-04-05, Wizards,Devin Robinson, returned to lineup
McCollumC20190407,2019-04-07, Blazers,C.J. McCollum, activated from IL
CurryS20190407,2019-04-07, Blazers,Seth Curry, returned to lineup
AntetokounmpoG20190407,2019-04-07, Bucks,Giannis Antetokounmpo, returned to lineup
LoveK20190407,2019-04-07, Cavaliers,Kevin Love, returned to lineup
BrownJ20190407,2019-04-07, Celtics,Jaylen Brown, activated from IL
BazemoreK20190407,2019-04-07, Hawks,Kent Bazemore, activated from IL
HuerterK20190407,2019-04-07, Hawks,Kevin Huerter, returned to lineup
Cauley-SteinW20190407,2019-04-07, Kings,Willie Cauley-Stein, activated from IL
SmithD20190407,2019-04-07, Knicks,Dennis Smith Jr., activated from IL
HicksI20190407,2019-04-07, Knicks,Isaiah Hicks, activated from IL
