key,date,team,name,notes
CollisonD20190407,2019-04-07, Pacers,Darren Collison, activated from IL
BelinelliM20190407,2019-04-07, Spurs,Marco Belinelli, activated from IL
RichardL20190407,2019-04-07, Clippers,Luc Richard Mbah a Moute, activated from IL
KorkmazF20190409,2019-04-09, 76ers,Furkan Korkmaz, activated from IL
ButlerJ20190409,2019-04-09, 76ers,Jimmy Butler, activated from IL
StauskasN20190409,2019-04-09, Cavaliers,Nik Stauskas, returned to lineup
YabuseleG20190409,2019-04-09, Celtics,Guerschon Yabusele, activated from IL
AndersonR20190409,2019-04-09, Heat,Ryan Anderson, returned to lineup
WilliamsM20190409,2019-04-09, Hornets,Marvin Williams, activated from IL
FavorsD20190409,2019-04-09, Jazz,Derrick Favors, activated from IL
AntetokounmpoK20190409,2019-04-09, Mavericks,Kostas Antetokounmpo, activated from IL
DoncicL20190409,2019-04-09, Mavericks,Luka Doncic, activated from IL
KleberM20190409,2019-04-09, Mavericks,Maximilian Kleber, activated from IL
Mike(20190410,2019-04-10, 76ers,(James) Mike Scott, activated from IL
TrentG20190410,2019-04-10, Blazers,Gary Trent Jr., activated from IL
GallinariD20190410,2019-04-10, Clippers,Danilo Gallinari, returned to lineup
GreenJ20190410,2019-04-10, Clippers,JaMychal Green, activated from IL
BeverleyP20190410,2019-04-10, Clippers,Patrick Beverley, activated from IL
Kidd-GilchristM20190410,2019-04-10, Hornets,Michael Kidd-Gilchrist, activated from IL
MackS20190410,2019-04-10, Hornets,Shelvin Mack, activated from IL
ThomasL20190410,2019-04-10, Knicks,Lance Thomas, activated from IL
HezonjaM20190410,2019-04-10, Knicks,Mario Hezonja, returned to lineup
LeeC20190410,2019-04-10, Mavericks,Courtney Lee, activated from IL
WilliamsA20190410,2019-04-10, Nets,Alan Williams, activated from IL
EvansT20190410,2019-04-10, Pacers,Tyreke Evans, activated from IL
IguodalaA20190410,2019-04-10, Warriors,Andre Iguodala, activated from IL
DurantK20190410,2019-04-10, Warriors,Kevin Durant, activated from IL
ThompsonK20190410,2019-04-10, Warriors,Klay Thompson, activated from IL
GibsonT20190410,2019-04-10, Timberwolves,Taj Gibson, activated from IL
SimmonsB20190412,2019-04-12, 76ers,Ben Simmons, activated from IL
RedickJ20190412,2019-04-12, 76ers,J.J. Redick, activated from IL
ButlerJ20190412,2019-04-12, 76ers,Jimmy Butler, activated from IL
VucevicN20190412,2019-04-12, Magic,Nikola Vucevic, returned to lineup
CarrollD20190412,2019-04-12, Nets,DeMarre Carroll, activated from IL
HarrisJ20190412,2019-04-12, Nets,Joe Harris, activated from IL
GreenD20190412,2019-04-12, Warriors,Draymond Green, activated from IL
LivingstonS20190412,2019-04-12, Warriors,Shaun Livingston, activated from IL
CurryS20190412,2019-04-12, Warriors,Stephen Curry, activated from IL
EmbiidJ20190413,2019-04-13, 76ers,Joel Embiid, activated from IL
BoldenJ20190413,2019-04-13, 76ers,Jonah Bolden, returned to lineup
BaynesA20190413,2019-04-13, Celtics,Aron Baynes, activated from IL
HaywardG20190413,2019-04-13, Celtics,Gordon Hayward, activated from IL
TatumJ20190413,2019-04-13, Celtics,Jayson Tatum, returned to lineup
IrvingK20190413,2019-04-13, Celtics,Kyrie Irving, activated from IL
IsaacJ20190413,2019-04-13, Magic,Jonathan Isaac, activated from IL
TurnerM20190413,2019-04-13, Pacers,Myles Turner, activated from IL
MatthewsW20190413,2019-04-13, Pacers,Wesley Matthews, activated from IL
MiroticN20190414,2019-04-14, Bucks,Nikola Mirotic, activated from IL
HorfordA20190414,2019-04-14, Celtics,Al Horford, activated from IL
MorrisM20190414,2019-04-14, Celtics,Marcus Morris, activated from IL
MitchellD20190414,2019-04-14, Jazz,Donovan Mitchell, activated from IL
KorverK20190414,2019-04-14, Jazz,Kyle Korver, activated from IL
NetoR20190414,2019-04-14, Jazz,Raulzinho Neto, activated from IL
RubioR20190414,2019-04-14, Jazz,Ricky Rubio, activated from IL
GobertR20190414,2019-04-14, Jazz,Rudy Gobert, activated from IL
BogdanovicB20190414,2019-04-14, Pacers,Bojan Bogdanovic, returned to lineup
YoungT20190414,2019-04-14, Pacers,Thaddeus Young, returned to lineup
GeorgeP20190414,2019-04-14, Thunder,Paul George, activated from IL
BrogdonM20190414,2019-04-14, Bucks,Malcolm Brogdon, activated from IL
EnnisJ20190415,2019-04-15, 76ers,James Ennis, activated from IL
DudleyJ20190418,2019-04-18, Nets,Jared Dudley, activated from IL
McCawP20190419,2019-04-19, Raptors,Patrick McCaw, activated from IL
EmbiidJ20190420,2019-04-20, 76ers,Joel Embiid, returned to lineup
SnellT20190420,2019-04-20, Bucks,Tony Snell, returned to lineup
GriffinB20190420,2019-04-20, Pistons,Blake Griffin, activated from IL
SmithZ20190427,2019-04-27, 76ers,Zhaire Smith, activated from IL
YabuseleG20190428,2019-04-28, Celtics,Guerschon Yabusele, activated from IL
RiversA20190430,2019-04-30, Rockets,Austin Rivers, activated from IL
Mike(20190502,2019-05-02, 76ers,(James) Mike Scott, activated from IL
LinJ20190505,2019-05-05, Raptors,Jeremy Lin, activated from IL
SmartM20190506,2019-05-06, Celtics,Marcus Smart, activated from IL
BrogdonM20190508,2019-05-08, Bucks,Malcolm Brogdon, returned to lineup
HouseD20190508,2019-05-08, Rockets,Danuel House, activated from IL
HouseD20190510,2019-05-10, Rockets,Danuel House, returned to lineup
FariedK20190510,2019-05-10, Rockets,Kenneth Faried, returned to lineup
JonesD20190514,2019-05-14, Warriors,Damian Jones, activated from IL
BoucherC20190515,2019-05-15, Raptors,Chris Boucher, activated from IL
WilsonD20190517,2019-05-17, Bucks,D.J. Wilson, returned to lineup
WilsonD20190521,2019-05-21, Bucks,D.J. Wilson, returned to lineup
McCawP20190525,2019-05-25, Raptors,Patrick McCaw, activated from IL
IguodalaA20190530,2019-05-30, Warriors,Andre Iguodala, activated from IL
CousinsD20190530,2019-05-30, Warriors,DeMarcus Cousins, activated from IL
AnunobyO20190602,2019-06-02, Raptors,Ogugua Anunoby, activated from IL
LooneyK20190607,2019-06-07, Warriors,Kevon Looney, activated from IL
ThompsonK20190607,2019-06-07, Warriors,Klay Thompson, returned to lineup
DurantK20190610,2019-06-10, Warriors,Kevin Durant, activated from IL
